GPS_dist,GPS_height,DEM_dist,DEM_height
0,2.016,0,2.03670001
1.160746385,2.256,0.108320655,1.933799982
3.098438973,2.219,0.216641309,1.933799982
4.241393308,2.116,0.324961964,1.929200053
5.276394378,2.055,0.433282619,1.943600059
7.470012609,1.992,0.541603273,1.989500046
8.715085754,1.941,0.649923928,2.006599903
9.840006292,1.829,0.758244583,2.022200108
10.95255495,1.869,0.866565238,2.061500072
12.15307287,2.054,0.974885892,2.119499922
14.09351988,2.072,1.083206547,2.161499977
15.09261513,2.187,1.191527202,2.183700085
16.63869436,2.897,1.299847856,2.204600096
18.00786087,3.241,1.408168511,2.190799952
19.44554293,3.403,1.516489166,2.18659997
21.04547752,3.323,1.62480982,2.191600084
22.76586743,3.151,1.733130475,2.227999926
23.98910045,2.801,1.84145113,2.227699995
25.76227332,2.643,1.949771785,2.254499912
27.54921487,2.532,2.058092439,2.259299994
29.00602257,2.442,2.166413094,2.283299923
30.27143029,2.179,2.274733749,2.267100096
31.38470326,1.896,2.383054403,2.316900015
32.60624784,1.685,2.491375058,2.316299915
33.71748553,1.556,2.599695713,2.275000095
35.1074198,1.459,2.708016367,2.267400026
36.51626207,1.303,2.816337022,2.262200117
37.63671838,1.15,2.924657677,2.262000084
38.63857084,1.14,3.032978331,2.242000103
39.6858911,1.044,3.141298986,2.239700079
41.02708441,0.918,3.249619641,2.232199907
42.07748414,0.902,3.357940296,2.201900005
43.55472046,0.82,3.46626095,2.217400074
45.51948326,0.731,3.574581605,2.196500063
47.48192246,0.63,3.68290226,2.182100058
48.53627254,0.597,3.791222914,2.157999992
50.28392717,0.598,3.899543569,2.121700048
52.22815841,0.591,4.007864224,2.113699913
53.93779257,0.616,4.116184878,2.103600025
55.89616221,0.429,4.224505533,2.092499971
56.9666418,0.357,4.332826188,2.09100008
,,4.441146842,2.072299957
,,4.549467497,2.066900015
,,4.657788152,2.068700075
,,4.766108807,2.0552001
,,4.874429461,2.051700115
,,4.982750116,2.048300028
,,5.097888676,2.056099892
,,5.213027236,2.056299925
,,5.328165796,2.037800074
,,5.443304356,2.028700113
,,5.558442916,2.027400017
,,5.673581476,2.031100035
,,5.788720036,2.048500061
,,5.903858596,2.060400009
,,6.018997156,2.069499969
,,6.134135716,2.067100048
,,6.249274276,2.049200058
,,6.364412836,2.052400112
,,6.479551396,2.043299913
,,6.594689956,2.054800034
,,6.709828516,2.035599947
,,6.824967076,2.052700043
,,6.940105636,2.048399925
,,7.055244196,2.042200089
,,7.170382756,2.038199902
,,7.285521316,2.040600061
,,7.400659876,2.040499926
,,7.515798437,2.019599915
