GPS_dist,GPS_height,DEM_dist,DEM_height
0,1.45,0,1.420666218
1.405591496,1.58,0.10699358,1.425899982
2.895966805,1.814,0.213987161,1.430500031
4.704137248,1.977,0.320980741,1.42990005
6.343253288,2.249,0.427974322,1.434700012
7.880495677,2.411,0.534967902,1.449699998
8.900803039,2.574,0.641961483,1.435199976
9.900016045,2.81,0.748955063,1.442100048
11.24704289,2.953,0.855948643,1.440799952
12.8376843,3.165,0.962942224,1.453500032
13.82086686,3.33,1.069935804,1.454300046
14.8115407,2.646,1.176929385,1.4727
15.92298432,2.627,1.283922965,1.487900019
17.30725926,2.455,1.390916546,1.491799951
18.5287159,2.26,1.497910126,1.503600001
19.77481471,1.85,1.604903706,1.537799954
20.92183423,1.835,1.711897287,1.560099959
22.03261304,1.727,1.818890867,1.580000043
23.33775908,1.501,1.925884448,1.579599977
24.39877451,1.483,2.03774086,1.587599993
25.55335741,1.439,2.149597272,1.595600009
26.57449933,1.393,2.261453685,1.609899998
27.66505153,1.32,2.373310097,1.623000026
29.52824412,1.199,2.485166509,1.636651635
30.55633703,1.126,2.597022921,1.662899971
31.66731152,1.092,2.708879334,1.680066109
33.5633137,0.974,2.820735746,1.697158098
35.60156149,0.817,2.932592158,1.708899975
36.66243503,0.741,3.04444857,1.725941896
37.73677618,0.677,3.146920544,1.739400029
38.9010222,0.64,3.249392517,1.744400024
40.02630814,0.6,3.351864491,1.756600022
41.027136,0.582,3.454336464,1.775300026
42.17517255,0.573,3.556808438,1.787999988
43.17308512,0.567,3.659280411,1.793499947
44.2415256,0.572,3.761752385,1.805099964
45.36771946,0.586,3.864224358,1.819800019
47.25010962,0.602,3.966696332,1.826799989
48.8325518,0.561,4.069168305,1.836199999
,,4.171640279,1.84070003
,,4.274112252,1.847900033
,,4.376584226,1.859300017
,,4.479056199,1.865200043
,,4.581528173,1.875
,,4.684000146,1.881600022
,,4.78647212,1.886100054
,,4.888944093,1.906299949
,,4.991416067,1.916399956
,,5.09388804,1.932100058
,,5.196360013,1.943899989
,,5.301866152,1.951099992
,,5.407372291,1.960600019
,,5.51287843,1.975700021
,,5.618384569,1.975499988
,,5.723890708,1.99969995
,,5.829396847,2.002799988
,,5.934902985,2.027100086
,,6.040409124,2.055500031
,,6.145915263,2.058700085
,,6.251421402,2.088900089
,,6.356927541,2.112099886
,,6.46243368,2.126600027
,,6.567939819,2.152299881
,,6.673445957,2.167399883
,,6.778952096,2.200599909
,,6.884458235,2.214999914
,,6.98833997,2.248500109
,,7.092221704,2.271300077
,,7.196103439,2.282099962
,,7.299985174,2.294399977
,,7.403866908,2.318900108
,,7.507748643,2.322999954
,,7.611630377,2.330499887
,,7.715512112,2.332400084
,,7.819393847,2.340699911
,,7.923275581,2.35010004
,,8.027157316,2.357599974
,,8.13103905,2.362699986
,,8.239726991,2.370899916
,,8.348414932,2.383100033
,,8.457102873,2.403000116
,,8.565790814,2.414599895
,,8.674478755,2.433300018
,,8.783166696,2.451499939
,,8.891854637,2.499799967
,,9.000542578,2.537199974
,,9.109230519,2.566299915
,,9.21791846,2.585099936
,,9.326606401,2.601599932
,,9.435294342,2.640599966
,,9.543982283,2.660700083
,,9.652670224,2.680399895
,,9.768846809,2.698299885
,,9.885023393,2.71420002
,,10.00119998,2.731699944
,,10.11737656,2.7421
,,10.23355315,2.750400066
,,10.34972973,2.771300077
,,10.46590631,2.78579998
,,10.5820829,2.822999954
,,10.69610765,2.837599993
,,10.81013241,2.849699974
,,10.92415717,2.874900103
,,11.03818192,2.877799988
,,11.15220668,2.902400017
,,11.26623143,2.917099953
,,11.38025619,2.929199934
,,11.49428095,2.946700096
,,11.6083057,2.954699993
,,11.72233046,2.965300083
,,11.83180102,2.975600004
,,11.94127158,2.987999916
,,12.05074215,2.99729991
,,12.16021271,3.018599987
,,12.26968327,3.021699905
,,12.37915384,3.023999929
,,12.4886244,3.053900003
,,12.59809497,3.062599897
,,12.70756553,3.058000088
,,12.81703609,3.08829999
,,12.92650666,3.109200001
,,13.03597722,3.123899937
,,13.14544778,3.154799938
,,13.25491835,3.186800003
,,13.36438891,3.189500093
,,13.47385947,3.217799902
,,13.58643317,3.259599924
,,13.69900686,3.344366074
,,13.81158055,3.438499928
,,13.92415424,3.548899889
,,14.03672794,3.542700052
,,14.14930163,3.530100107
,,14.26187532,3.416399956
,,14.37444901,3.092299938
,,14.48702271,3.009799957
,,14.5995964,2.922600031
,,14.71217009,2.877899885
,,14.82474378,2.838000059
,,14.93731748,2.818799973
,,15.04260808,2.789900064
,,15.14789868,2.75909996
,,15.25318928,2.728199959
,,15.35847988,2.697099924
,,15.46377048,2.669300079
,,15.56906108,2.67840004
,,15.67435168,2.676300049
,,15.80400855,2.67930007
,,15.93366542,2.700599909
,,16.0633223,2.694700003
,,16.19297917,2.694600105
,,16.32263605,2.683099985
,,16.45229292,2.655699968
,,16.5819498,2.63560009
,,16.68434122,2.621200085
,,16.78673265,2.600199938
,,16.88912407,2.574599981
,,16.9915155,2.531500101
,,17.09390692,2.490099907
,,17.19629835,2.479300022
,,17.29868977,2.496200085
,,17.4010812,2.476000071
,,17.50347262,2.483700037
,,17.60586405,2.505800009
,,17.70825547,2.509799957
,,17.8106469,2.500400066
,,17.91303832,2.497200012
,,18.01542975,2.494699955
,,18.11782117,2.485399961
,,18.2202126,2.469399929
,,18.32260402,2.454699993
,,18.42499545,2.438600063
,,18.52738687,2.413899899
,,18.6297783,2.388799906
,,18.73216972,2.366899967
,,18.83456115,2.366100073
,,18.93695257,2.370800018
,,19.039344,2.440399885
,,19.14173542,2.239200115
,,19.24412685,2.153300047
,,19.34651827,2.128799915
,,19.4489097,2.115099907
,,19.55130112,2.096600056
,,19.65369255,2.08920002
,,19.75608397,2.05430007
,,19.8584754,2.054699898
,,19.96086682,2.002899885
,,20.06325825,2.000400066
,,20.16564967,1.951900005
,,20.2680411,1.90139997
,,20.37043253,1.862400055
,,20.47282395,1.866099954
,,20.58434925,1.861199975
,,20.69587455,1.866400003
,,20.80739984,1.875800014
,,20.91892514,1.885100007
,,21.03045044,1.878399968
,,21.14197573,1.85650003
,,21.25350103,1.859899998
,,21.36502633,1.862400055
,,21.47655163,1.867799997
,,21.58807692,1.861799955
,,21.69960222,1.872900009
,,21.80343844,1.88499999
,,21.90727465,1.872799993
,,22.01111087,1.851799965
,,22.11494708,1.862699986
,,22.2187833,1.866600037
,,22.32261951,1.797199965
,,22.42645573,1.788599968
,,22.53029195,1.789199948
,,22.63412816,1.723399997
,,22.73796438,1.666900039
,,22.84180059,1.641800046
,,22.95183874,1.630200028
,,23.0618769,1.61469996
,,23.17191505,1.636500001
,,23.28195321,1.622900009
,,23.39199136,1.627300024
,,23.50202951,1.627699971
,,23.61206767,1.622699976
,,23.72210582,1.599900007
,,23.83214397,1.546000004
,,23.94218213,1.543599963
,,24.05222028,1.545400023
,,24.16225843,1.516299963
,,24.27229659,1.50909996
,,24.38233474,1.480999947
,,24.51781792,1.484200001
,,24.65330109,1.479200006
,,24.78878427,1.471400023
,,24.92426745,1.466199994
,,25.05975062,1.45630002
,,25.1952338,1.450899959
,,25.33071698,1.448099971
,,25.46620015,1.485399961
,,25.60168333,1.491700053
,,25.7371665,1.447999954
,,25.87264968,1.461699963
,,26.00813286,1.479200006
,,26.14361603,1.49090004
,,26.27909921,1.514500022
,,26.38753211,1.470399976
,,26.49596502,1.458099961
,,26.60439792,1.426699996
,,26.71283083,1.42050004
,,26.82126373,1.411200047
,,26.92969664,1.403599977
,,27.03812954,1.396199942
,,27.14656244,1.394099951
,,27.25499535,1.386800051
,,27.36342825,1.377200007
,,27.47186116,1.379299998
,,27.58029406,1.376799941
,,27.68872697,1.365700006
,,27.79715987,1.354500055
,,27.90559278,1.347499967
,,28.01402568,1.341799974
,,28.12245858,1.331799984
,,28.23089149,1.327999949
,,28.33932439,1.315700054
,,28.4477573,1.31099999
,,28.5561902,1.303599954
,,28.66462311,1.294499993
,,28.77305601,1.291100025
,,28.88148892,1.278699994
,,28.98752778,1.271700025
,,29.09356664,1.264799953
,,29.19960551,1.25759995
,,29.30564437,1.24849999
,,29.41168324,1.241099954
,,29.5177221,1.236999989
,,29.62376097,1.230100036
,,29.72979983,1.223899961
,,29.83583869,1.218600035
,,29.94187756,1.210199952
,,30.04791642,1.20480001
,,30.15395529,1.201500058
,,30.25999415,1.192999959
,,30.36603302,1.18780005
,,30.47207188,1.182600021
,,30.57811074,1.178599954
,,30.68414961,1.168499947
,,30.79018847,1.163200021
,,30.89622734,1.15989995
,,31.0022662,1.149399996
,,31.10830507,1.149999976
,,31.21434393,1.142799973
,,31.32038279,1.136199951
,,31.42642166,1.131000042
,,31.53246052,1.127599955
,,31.63849939,1.123000026
,,31.74453825,1.118800044
